Host,lat,lon,Institute,accession,country,millet,sorghum,wild,maize,rice,sugarcane
no info,13.69108,9.51399,ALF,ALF016357,Niger,0,0,0,0,0,0
no info,14.5075,3.303576,ALF,ALF016358,Niger,0,0,0,0,0,0
no info,12.6521217,-7.9267028,ALF,ALF016359,Mali,0,0,0,0,0,0
no info,13.69108,9.51399,ALF,ALF016360,Niger,0,0,0,0,0,0
no info,13.8018124,8.98527,ALF,ALF016361,Niger,0,0,0,0,0,0
Mil,16.0902543,5.3939551,ALF,ALF016362,Niger,1,0,0,0,0,0
no info,13.983577,10.2628167,ALF,ALF016363,Niger,0,0,0,0,0,0
Mil,14.5075,3.303576,ALF,ALF016364,Niger,1,0,0,0,0,0
no info,8.5914775,16.0757749,ALF,ALF016365,Chad,0,0,0,0,0,0
no info,13.571561,-13.554332,ALF,ALF016366,Senegal,0,0,0,0,0,0
no info,12.733333,14.683333,ALF,ALF016367,Chad,0,0,0,0,0,0
no info,9.4295994,13.3616168,ALF,ALF046053,Cameroon,0,0,0,0,0,0
no info,7.7681541,15.3541013,ALF,ALF046054,Cameroon,0,0,0,0,0,0
no info,9.2780215,13.4612924,ALF,ALF046055,Cameroon,0,0,0,0,0,0
no info,9.3860529,13.5060994,ALF,ALF046056,Cameroon,0,0,0,0,0,0
no info,11.583333,-0.35,ALF,ALF046057,Burkina Faso,0,0,0,0,0,0
no info,9.3226016,13.393389,ALF,ALF046058,Cameroon,0,0,0,0,0,0
no info,10.58853275,14.01103372,ALF,ALF046059,Cameroon,0,0,0,0,0,0
no info,7.852777778,15.29555556,ALF,ALF046060,Cameroon,0,0,0,0,0,0
no info,14.1056708,38.2849463,LYJB,LYJB007152,Ethiopia,0,0,0,0,0,0
Mil,10.8851396,0.222215652,MPU,MPU216670,Togo,1,0,0,0,0,0
Sorgho,10.43333333,0.466666667,MPU,MPU216671,Togo,0,1,0,0,0,0
Borassus and Vitex,10.7,0.216666667,MPU,MPU216672,Togo,0,0,1,0,0,0
no info,13.6986477,30.3723741,MPU,MPU397445,Sudan,0,0,0,0,0,0
Mil (Pennisetum),13.57562182,-8.087654114,MNHN,P00520315,Mali,1,0,0,0,0,0
no info,13.57190904,-8.096237183,MNHN,P00520316,Mali,0,0,0,0,0,0
Mil (Pennisetum),11.381478,-7.2518004,MNHN,P00520317,Mali,1,0,0,0,0,0
Sorgho,12.30757877,-5.468444824,MNHN,P00520318,Mali,0,1,0,0,0,0
Sorgho,12.68,-7.01,MNHN,P00520319,Mali,0,1,0,0,0,0
Sorgho,12.53638889,-8.09,MNHN,P00520320,Mali,0,1,0,0,0,0
Mil,10.55741746,-5.753863695,MNHN,P00520321,Mali,1,0,0,0,0,0
Corn,10.6559548,-5.8142885,MNHN,P00520322,Mali,0,0,0,1,0,0
Mil,11.02747219,-5.59753418,MNHN,P00520323,Mali,1,0,0,0,0,0
Corn,11.16470469,-5.61126709,MNHN,P00520324,Mali,0,0,0,1,0,0
Sorgho,11.40490011,-7.052322348,MNHN,P00520325,Mali,0,1,0,0,0,0
Sorgho,11.1481471,-8.17779457,MNHN,P00520326,Mali,0,1,0,0,0,0
Corn,11.2,-7.98,MNHN,P00520327,Mali,0,0,0,1,0,0
Mil,11.17177333,-8.009033203,MNHN,P00520328,Mali,1,0,0,0,0,0
Mil,11.6702227,-7.6046446,MNHN,P00520329,Mali,1,0,0,0,0,0
Pennisetum pedicellatum,12.59583333,-7.308055556,MNHN,P00520330,Mali,0,0,1,0,0,0
Mil,12.7887878,-6.9477532,MNHN,P00520331,Mali,1,0,0,0,0,0
Sorgho,12.933333,-7.533333,MNHN,P00520332,Mali,0,1,0,0,0,0
Sorgho,12.96682,-7.612907,MNHN,P00520333,Mali,0,1,0,0,0,0
Mil,13.6286582,-8.105549812,MNHN,P00520334,Mali,1,0,0,0,0,0
Dactyloctenium,13.60344498,-8.0610466,MNHN,P00520335,Mali,0,0,1,0,0,0
Mil (Pennisetum),14.7903,-6.2303,MNHN,P00520336,Mali,1,0,0,0,0,0
Mil (Pennisetum),14.73813967,-6.124766032,MNHN,P00520337,Mali,1,0,0,0,0,0
Pennisetum,14.6888376,-6.0176373,MNHN,P00520338,Mali,0,0,0,0,0,0
Dactyloctenium,12.58434,-7.8367954,MNHN,P00520339,Mali,0,0,1,0,0,0
Mil (Pennisetum),11.933333,-6.483333,MNHN,P00520340,Mali,1,0,0,0,0,0
Digitaria sp.,13.38153688,-7.992210388,MNHN,P00520341,Mali,0,0,1,0,0,0
Sorgho,12.7453724,-8.0738001,MNHN,P00520342,Mali,0,1,0,0,0,0
Brachiaria,14.496171,-3.943216,MNHN,P00520343,Mali,0,0,1,0,0,0
Mil (Pennisetum),14.33821104,-3.580513,MNHN,P00520344,Mali,1,0,0,0,0,0
Mil (Pennisetum),13.068952,-5.3220141,MNHN,P00520345,Mali,1,0,0,0,0,0
Mil (Pennisetum),12.3774106,-5.4725384,MNHN,P00520346,Mali,1,0,0,0,0,0
Mil and sorgho,12.3774106,-5.4725384,MNHN,P00520347,Mali,1,1,0,0,0,0
Sorgho,11.3223834,-5.6983979,MNHN,P00520348,Mali,0,1,0,0,0,0
Mil (Pennisetum),11.91895326,-7.855224609,MNHN,P00520349,Mali,1,0,0,0,0,0
Mil (Pennisetum),11.9249032,-7.866210938,MNHN,P00520350,Mali,1,0,0,0,0,0
Sorgho,12.6149815,-7.956562,MNHN,P00520351,Mali,0,1,0,0,0,0
Corn,13.5,-5.166667,MNHN,P00520352,Mali,0,0,0,1,0,0
Rice,11.90472222,-6.143611111,MNHN,P00520353,Mali,0,0,0,0,1,0
Pearl millet,13.34616908,-6.389579773,MNHN,P00520354,Mali,1,0,0,0,0,0
Pearl millet,13.36351127,-6.372070313,MNHN,P00520355,Mali,1,0,0,0,0,0
Pearl millet,13.55333641,-6.064751432,MNHN,P00520356,Mali,1,0,0,0,0,0
Mil,12.6632451,-7.9143486,MNHN,P00520357,Mali,1,0,0,0,0,0
Sorgho,12.6632451,-7.9143486,MNHN,P00520359,Mali,0,1,0,0,0,0
no info,15.23199,-9.588628,MNHN,P00520360,Mali,0,0,0,0,0,0
no info,12.6392316,-8.0028892,MNHN,P00520361,Mali,0,0,0,0,0,0
no info,12.6392316,-8.0028892,MNHN,P00520362,Mali,0,0,0,0,0,0
no info,12.6392316,-8.0028892,MNHN,P00520363,Mali,0,0,0,0,0,0
no info,12.6392316,-8.0028892,MNHN,P00520364,Mali,0,0,0,0,0,0
Mil,11.30967155,-5.607833862,MNHN,P00520365,Mali,1,0,0,0,0,0
no info,19.116667,1.75,MNHN,P00520366,Mali,0,0,0,0,0,0
no info,12.933333,-7.533333,MNHN,P00520367,Mali,0,0,0,0,0,0
no info,14.05,-5.5,MNHN,P00520368,Mali,0,0,0,0,0,0
no info,12.63333333,-8.1,MNHN,P00520369,Mali,0,0,0,0,0,0
no info,11.7448081,-5.943613,MNHN,P00520370,Mali,0,0,0,0,0,0
Mil,14.6965115,-16.458256,MNHN,P00520371,Senegal,1,0,0,0,0,0
no info,15.8563889,-4.3177778,MNHN,P00520372,Mali,0,0,0,0,0,0
no info,13.4316597,-6.2482149,MNHN,P00520373,Mali,0,0,0,0,0,0
no info,13.4316597,-6.2482149,MNHN,P00520374,Mali,0,0,0,0,0,0
no info,13.7284323,-6.0070569,MNHN,P00520375,Mali,0,0,0,0,0,0
Mil,15.0045218,-2.9550619,MNHN,P00520376,Mali,1,0,0,0,0,0
Mil (Pennisetum),12.114,0.181,MNHN,P00520382,Burkina Faso,1,0,0,0,0,0
Mil,12.7192233,-0.1354586,MNHN,P00520383,Burkina Faso,1,0,0,0,0,0
no info,13.47073,-0.322403,MNHN,P00520384,Burkina Faso,0,0,0,0,0,0
Mil (Pennisetum),14.02963348,-0.307513225,MNHN,P00520385,Burkina Faso,1,0,0,0,0,0
Mil (Pennisetum),13.67767967,-2.204818726,MNHN,P00520386,Burkina Faso,1,0,0,0,0,0
Red seeds sorgho,12.16884097,-0.359802246,MNHN,P00520387,Burkina Faso,0,1,0,0,0,0
no info,12.0601649,0.3654204,MNHN,P00520388,Burkina Faso,0,0,0,0,0,0
Sorgho,12.26607443,0.250400305,MNHN,P00520389,Burkina Faso,0,1,0,0,0,0
Sorgho,12.3714277,-1.5196603,MNHN,P00520390,Burkina Faso,0,1,0,0,0,0
Sorgho,11.03134748,0.738401413,MNHN,P00520391,Burkina Faso,0,1,0,0,0,0
no info,11.45310702,0.575408936,MNHN,P00520392,Burkina Faso,0,0,0,0,0,0
Sorgho,12.180204,-0.3513021,MNHN,P00520393,Burkina Faso,0,1,0,0,0,0
Mil,11.83375037,-0.381774902,MNHN,P00520394,Burkina Faso,1,0,0,0,0,0
no info,11.7863324,-0.3654204,MNHN,P00520395,Burkina Faso,0,0,0,0,0,0
Sorgho,11.8088575,-0.5352356,MNHN,P00520396,Burkina Faso,0,1,0,0,0,0
Mil,11.79997767,-0.482711792,MNHN,P00520397,Burkina Faso,1,0,0,0,0,0
Sorgho,11.79880144,-0.411987305,MNHN,P00520398,Burkina Faso,0,1,0,0,0,0
Sorgho,11.30407379,-1.136606942,MNHN,P00520399,Burkina Faso,0,1,0,0,0,0
Pennisetum,11.8088575,-0.5352356,MNHN,P00520400,Burkina Faso,0,0,0,0,0,0
Sorgho,11.1865568,-0.6322615,MNHN,P00520401,Burkina Faso,0,1,0,0,0,0
Sorgho,11.18118511,-1.19550838,MNHN,P00520402,Burkina Faso,0,1,0,0,0,0
no info,11.1652432,-1.1400998,MNHN,P00520403,Burkina Faso,0,0,0,0,0,0
Mil,11.18042272,-1.194162369,MNHN,P00520404,Burkina Faso,1,0,0,0,0,0
Sorgho,11.1652432,-1.1400998,MNHN,P00520405,Burkina Faso,0,1,0,0,0,0
Mil,11.5562,-1.196688,MNHN,P00520406,Burkina Faso,1,0,0,0,0,0
Pennisetum,11.6207955,-1.22051239,MNHN,P00520407,Burkina Faso,0,0,0,0,0,0
Sorgho,12.074325,-1.3421032,MNHN,P00520408,Burkina Faso,0,1,0,0,0,0
Mil,11.766667,-1.25,MNHN,P00520409,Burkina Faso,1,0,0,0,0,0
Mil (Pennisetum),12.04898723,-1.325543439,MNHN,P00520410,Burkina Faso,1,0,0,0,0,0
Red seeds sorgho,12.28925392,-1.464728659,MNHN,P00520411,Burkina Faso,0,1,0,0,0,0
Sorgho,13.10466,-2.343221,MNHN,P00520412,Burkina Faso,0,1,0,0,0,0
Mil (Pennisetum),13.45080818,-2.378796931,MNHN,P00520413,Burkina Faso,1,0,0,0,0,0
Sorgho,13.6222978,-2.441282272,MNHN,P00520414,Burkina Faso,0,1,0,0,0,0
Corn,13.5668258,-2.4109908,MNHN,P00520415,Burkina Faso,0,0,0,1,0,0
Mil (Pennisetum),13.768042,-2.072648,MNHN,P00520416,Burkina Faso,1,0,0,0,0,0
Mil (Pennisetum),14.04855534,-1.682281494,MNHN,P00520417,Burkina Faso,1,0,0,0,0,0
Mil (Pennisetum),14.1947981,-0.760411,MNHN,P00520418,Burkina Faso,1,0,0,0,0,0
Mil (Pennisetum),14.0246473,-0.0233208,MNHN,P00520419,Burkina Faso,1,0,0,0,0,0
White seeds sorgho,12.44036502,-1.444058418,MNHN,P00520420,Burkina Faso,0,1,0,0,0,0
Dactyloctenium,12.66666667,-3.95,MNHN,P00520421,Burkina Faso,0,0,1,0,0,0
Brachiaria,12.52262,-1.770792,MNHN,P00520423,Burkina Faso,0,0,1,0,0,0
Sorgho,11.19397889,-3.927783966,MNHN,P00520424,Burkina Faso,0,1,0,0,0,0
Sorgho,10.6400163,-4.7588042,MNHN,P00520425,Burkina Faso,0,1,0,0,0,0
Sugar cane,10.6400163,-4.7588042,MNHN,P00520426,Burkina Faso,0,0,0,0,0,1
Digitaria exilis,10.6400163,-4.7588042,MNHN,P00520427,Burkina Faso,0,0,1,0,0,0
Saccharum,10.6400163,-4.7588042,MNHN,P00520428,Burkina Faso,0,0,1,0,0,0
Sorgho,11.9920566,-2.33751297,MNHN,P00520429,Burkina Faso,0,1,0,0,0,0
Sorgho,11.7459813,-2.930081,MNHN,P00520430,Burkina Faso,0,1,0,0,0,0
Digitaria exilis,10.9508936,-4.4722512,MNHN,P00520431,Burkina Faso,0,0,1,0,0,0
Sorgho,10.9508936,-4.4722512,MNHN,P00520432,Burkina Faso,0,1,0,0,0,0
Sorgho,10.77125401,-4.666442871,MNHN,P00520433,Burkina Faso,0,1,0,0,0,0
no info,10.6400163,-4.7588042,MNHN,P00520434,Burkina Faso,0,0,0,0,0,0
Hackelochloa,11.48718094,-3.522663116,MNHN,P00520435,Burkina Faso,0,0,1,0,0,0
Corn,11.4894238,-3.523092,MNHN,P00520436,Burkina Faso,0,0,0,1,0,0
Sorgho,11.7459813,-2.930081,MNHN,P00520437,Burkina Faso,0,1,0,0,0,0
Mil,12.25840533,-0.667591095,MNHN,P00520438,Burkina Faso,1,0,0,0,0,0
Mil,12.4864,1.26583,MNHN,P00520439,Burkina Faso,1,0,0,0,0,0
Sorgho,12.584965,-1.833198171,MNHN,P00520440,Burkina Faso,0,1,0,0,0,0
Dactyloctenium,13.4243521,-2.37991333,MNHN,P00520441,Burkina Faso,0,0,1,0,0,0
Mil,13.60091439,-2.442297889,MNHN,P00520442,Burkina Faso,1,0,0,0,0,0
Mil,13.50333333,-2.408333333,MNHN,P00520443,Burkina Faso,1,0,0,0,0,0
Sorgho,12.91581121,-2.190313339,MNHN,P00520444,Burkina Faso,0,1,0,0,0,0
Mil,12.52262,-1.770792,MNHN,P00520445,Burkina Faso,1,0,0,0,0,0
Sorgho,12.52262,-1.770792,MNHN,P00520446,Burkina Faso,0,1,0,0,0,0
Pearl millet,11.7459813,-2.930081,MNHN,P00520447,Burkina Faso,1,0,0,0,0,0
Corn,11.4894238,-3.523092,MNHN,P00520448,Burkina Faso,0,0,0,1,0,0
Sorgho,12.04928862,0.366121518,MNHN,P00520449,Burkina Faso,0,1,0,0,0,0
Poaceae not cultivated,12.0601649,0.3654204,MNHN,P00520450,Burkina Faso,0,0,1,0,0,0
Mil,12.180204,-0.3513021,MNHN,P00520451,Burkina Faso,1,0,0,0,0,0
Sorgho,12.463,-1.564,MNHN,P00520452,Burkina Faso,0,1,0,0,0,0
Mil,11.6,-1.05,MNHN,P00520453,Burkina Faso,1,0,0,0,0,0
no info,11.46,-0.856944444,MNHN,P00520454,Burkina Faso,0,0,0,0,0,0
Sorgho-Mil,11.46,-0.857,MNHN,P00520455,Burkina Faso,1,1,0,0,0,0
sorgho and ni_b_,11.11945426,-0.962204933,MNHN,P00520456,Burkina Faso,0,1,0,0,0,0
Sorgho,13.0910405,-1.0873551,MNHN,P00520457,Burkina Faso,0,1,0,0,0,0
Corn,13.14888889,-1.165833333,MNHN,P00520458,Burkina Faso,0,0,0,1,0,0
Mil,13.0910405,-1.0873551,MNHN,P00520459,Burkina Faso,1,0,0,0,0,0
Mil-Ni_b_,13.0910405,-1.0873551,MNHN,P00520460,Burkina Faso,1,0,0,0,0,0
no info,11.56667,-3.394,MNHN,P00520461,Burkina Faso,0,0,0,0,0,0
Corn,11.56666667,-3.4,MNHN,P00520462,Burkina Faso,0,0,0,1,0,0
Sorgho,11.033,-0.85,MNHN,P00520463,Burkina Faso,0,1,0,0,0,0
no info,11.0976199,-0.953911,MNHN,P00520464,Burkina Faso,0,0,0,0,0,0
Sorgho,11.0976199,-0.953911,MNHN,P00520465,Burkina Faso,0,1,0,0,0,0
Mil,11.01000701,-0.862131302,MNHN,P00520466,Burkina Faso,1,0,0,0,0,0
Mil,11.0976199,-0.953911,MNHN,P00520467,Burkina Faso,1,0,0,0,0,0
sorgho and mil,11.0976199,-0.953911,MNHN,P00520468,Burkina Faso,1,1,0,0,0,0
Corn,11.1652432,-1.1400998,MNHN,P00520469,Burkina Faso,0,0,0,1,0,0
sorgho and mil,11.183333,-1.2,MNHN,P00520470,Burkina Faso,1,1,0,0,0,0
Sorgho,11.1652432,-1.1400998,MNHN,P00520471,Burkina Faso,0,1,0,0,0,0
Sorgho,12.3,-2.616667,MNHN,P00520473,Burkina Faso,0,1,0,0,0,0
Rice,11.1652432,-1.1400998,MNHN,P00520474,Burkina Faso,0,0,0,0,1,0
Mil-Sorgho,11.14002412,-1.147320271,MNHN,P00520475,Burkina Faso,1,1,0,0,0,0
no info,12.86,-5.01,MNHN,P00520476,Burkina Faso,0,0,0,0,0,0
Mil (field: Mil + peanut),11.11666667,-1.166666667,MNHN,P00520477,Burkina Faso,1,0,0,0,0,0
Mil-Sorgho,11.0976199,-0.953911,MNHN,P00520478,Burkina Faso,1,1,0,0,0,0
Mil,11.20559795,-1.069278717,MNHN,P00520479,Burkina Faso,1,0,0,0,0,0
Mil,11.66503,-1.0634024,MNHN,P00520480,Burkina Faso,1,0,0,0,0,0
no info,12.3714277,-1.5196603,MNHN,P00520481,Burkina Faso,0,0,0,0,0,0
Mil,14.4431072,-0.2291565,MNHN,P00520482,Burkina Faso,1,0,0,0,0,0
